329.31,291,384
325.69,280,381
322.63,280,381
319.82,278,379
317.81,277,362
314.65,277,360
312.36,277,360
309.79,277,360
308.2,277,359
306.27,264,347
304.68,264,347
302.17,264,347
300.81,258,347
298.87,258,347
297.43,258,331
296.12,258,331
294.75,258,331
293.61,258,329
292.74,258,329
291.52,258,329
290.08,258,327
288.74,258,325
288.31,258,325
286.87,258,325
285.72,258,325
284.16,249,324
283.32,249,324
282.23,249,324
281.2,249,324
279.99,249,312
278.67,247,312
277.78,247,312
277.56,247,312
276.63,247,312
275.66,245,312
274.89,245,312
274.33,245,312
273.53,243,312
272.41,243,312
271.72,243,312
270.83,243,312
270.32,243,312
269.94,243,312
269.41,243,312
268.89,243,311
268.55,243,293
268.08,243,293
267.69,243,293
267.48,243,293
267.26,241,293
267.1,241,293
266.58,241,293
266.23,241,293
265.7,241,290
265.25,241,290
264.6,241,290
264.41,241,290
264.21,241,290
263.4,241,290
263.08,241,290
262.61,241,290
262.45,241,290
261.94,241,290
261.62,241,290
261.4,241,288
261.07,241,288
260.92,241,288
260.89,241,288
260.65,241,288
260.46,241,283
260.27,241,283
259.83,240,283
259.56,240,283
259.15,240,283
258.94,240,283
258.64,240,283
258.51,240,283
258.21,240,283
258.07,240,283
258.07,240,283
257.79,240,283
257.57,240,283
257.39,240,283
257.08,240,283
257.08,240,283
256.72,240,283
256.37,240,283
256.21,240,283
255.8,240,283
255.5,240,283
255.49,240,283
255.33,240,283
255.13,240,281
254.94,240,281
254.67,240,281
254.53,240,281
254.26,240,281
254.22,240,281
253.93,240,281
253.71,240,278
253.66,240,278
253.64,240,277
253.64,240,277
253.43,240,277
253.27,240,276
253.1,240,276
252.77,240,276
252.76,240,276
252.55,240,276
252.29,240,276
252.02,240,276
251.97,240,276
251.78,240,276
251.78,240,276
251.77,240,276
251.64,240,276
251.59,240,276
251.58,240,276
251.58,240,276
251.57,240,276
251.55,240,276
251.39,240,276
251.17,240,276
251.03,240,276
250.44,240,276
250.29,240,276
249.95,240,276
249.92,240,276
249.79,240,276
249.75,240,276
249.75,240,276
249.6,240,276
249.43,240,276
249.38,240,276
249.38,240,276
249.38,240,276
249.2,240,276
249.16,240,276
249.16,240,276
249.14,240,276
249.01,240,276
248.88,240,276
248.75,240,276
248.73,240,276
248.73,240,276
248.71,240,276
248.7,240,275
248.7,240,275
248.7,240,275
248.68,240,275
248.64,240,275
248.64,240,275
248.63,240,274
248.61,240,274
248.61,240,274
248.46,240,274
248.46,240,274
248.46,240,274
248.46,240,274
248.46,240,274
248.45,240,274
248.44,240,274
248.42,240,274
248.42,240,274
248.25,240,273
248.12,240,273
248.1,240,273
248.04,240,273
248.02,240,273
248.02,240,273
247.99,240,273
247.99,240,273
247.99,240,273
247.99,240,273
247.99,240,273
247.97,240,273
247.97,240,273
247.97,240,273
247.96,240,273
247.95,240,273
247.82,240,273
247.78,240,273
247.78,240,273
247.76,240,273
247.76,240,273
247.76,240,273
247.73,240,273
247.73,240,273
247.73,240,273
247.73,240,273
247.73,240,273
247.69,240,273
247.69,240,273
247.67,240,273
247.67,240,273
247.67,240,273
247.65,240,273
247.65,240,273
247.63,240,273
247.59,240,273
247.55,240,273
247.52,240,273
247.52,240,273
247.52,240,273
247.52,240,273
247.51,240,273
247.51,240,273
247.51,240,273
247.5,240,273
247.5,240,273
247.47,240,273
247.21,240,273
247.21,240,273
247.21,240,273
247.08,240,264
247.07,240,264
247.07,240,264
247.07,240,264
247.07,240,264
247.07,240,264
247.07,240,264
247.07,240,264
247.07,240,264
