331.32,281,394
329.31,281,412
328.72,278,412
329.13,278,395
327.42,279,395
326.22,279,396
324.22,279,396
324.28,280,381
323.71,277,374
324.06,277,365
322.83,278,365
323.64,278,363
321.77,278,365
322.08,276,378
321.48,277,379
321.62,281,380
322.07,281,381
322.59,278,367
323.06,280,366
323.82,280,365
323.65,292,379
324.02,285,379
324.17,292,375
324.22,275,375
323.2,275,377
322.02,262,380
323.07,281,366
323.62,281,365
325.39,281,378
325.74,278,378
326.09,278,368
326.49,278,377
325.55,279,364
324.82,275,379
324.82,275,379
322.03,265,364
320.82,264,367
322.5,264,364
322.77,264,368
322.32,279,368
321.36,281,366
321.83,284,367
322.18,284,365
321.51,284,363
322.69,284,366
323.3,280,365
323.43,280,364
322.3,280,365
323.83,275,379
323.1,277,366
323.39,277,376
323.03,278,379
321.35,265,363
322.46,265,380
322.37,278,365
322.6,276,367
323.4,277,378
322.31,279,364
321.82,275,375
321.03,276,379
320.74,257,379
318.54,256,364
318.03,273,364
319.29,276,364
319.2,275,364
318.19,276,365
319.13,276,362
318.37,276,358
317.58,278,363
316.39,267,363
315.76,267,361
314.96,267,364
315.31,263,378
315.54,266,380
316.18,266,363
314.88,266,363
314.71,267,364
315.43,265,364
315.89,276,357
316.14,280,363
316.21,279,363
317.72,279,363
316.64,268,363
314.84,266,375
315.02,266,376
315.2,266,376
314.61,270,362
315.04,253,365
316.37,253,367
316.8,253,374
316.06,253,376
315.23,253,382
316.5,253,376
314.63,260,378
313.72,263,378
313.18,261,378
312.82,261,378
312.13,261,377
313.03,264,377
311.74,264,377
310.6,261,376
310.43,265,377
311.34,268,363
311.54,263,361
311.07,263,362
311.35,263,362
310.12,263,362
309.71,262,365
310.7,263,365
309.93,263,365
309.39,263,363
309.28,263,364
309.19,263,363
309.43,265,361
309.34,265,361
308.15,262,347
307.94,272,347
306.82,263,348
305.93,272,347
305.19,263,347
307.22,266,359
307.22,266,356
306.01,266,362
306.06,262,362
305.45,266,362
305.18,264,362
304.92,265,360
304.44,251,379
302.96,251,379
302.82,251,380
303.64,261,380
302.74,261,361
302.24,261,349
301.74,263,362
302.4,247,349
301.79,262,350
301.44,265,349
300.27,253,366
300.53,253,364
301.18,253,350
301.38,249,351
301.97,249,346
302.62,263,361
303.52,261,347
303.17,261,360
302.54,246,362
301.62,246,362
300.34,246,362
300.25,246,350
300.36,246,350
300.12,246,349
300.53,246,349
298.72,246,336
298.19,246,336
298.5,246,336
297.62,246,332
297.34,249,332
297.82,249,348
297.26,249,342
296.42,247,342
297.06,247,332
297.7,247,342
298.45,249,332
297.79,251,349
297.13,251,346
296.48,251,331
294.71,260,339
295.47,246,333
295.15,246,333
296.13,246,333
295.96,246,338
295.46,246,340
295.28,246,340
294.86,246,338
294.69,246,338
294.5,262,335
295.31,262,338
294.44,262,342
293.83,263,336
293.86,263,332
294.02,250,332
294.28,250,339
294.26,250,339
293.57,250,340
292.86,247,339
292,247,345
290.91,247,329
291.18,247,331
290.75,247,330
291.03,247,330
290.31,247,325
289.39,247,332
289.48,247,333
288.11,245,328
288.34,244,333
288.03,244,329
287.71,244,330
286.85,244,330
285.43,244,330
286.06,244,330
285.97,245,314
286.78,245,319
286.28,245,319
285.88,245,326
285.17,245,326
285.52,245,326
284.04,245,329
283.1,245,329
282.45,245,329
280.71,245,318
281.38,245,316
281.22,245,318
281.93,245,336
280.91,244,332
280.8,244,328
280.48,244,318
279.95,244,318
280.21,244,330
280.06,244,330
280.17,244,328
279.92,242,328
279.66,242,330
279.61,242,318
279.26,242,318
279.47,242,318
279.09,242,316
278.23,242,316
277.83,242,315
277.75,242,329
277.32,242,315
277.29,242,315
276.52,242,315
276.26,242,317
276.28,242,317
276.12,244,318
275.49,244,318
275.03,244,318
274.41,244,317
273.44,244,317
273.28,244,316
272.88,244,317
272.06,244,301
271.6,244,301
271.05,244,301
270.57,244,300
270.2,244,300
269.95,244,300
269.68,244,300
270.34,244,300
270.25,244,298
269.84,244,298
269.83,244,297
270.06,244,297
269.96,244,296
269.45,245,296
268.76,245,296
268.95,245,296
268.83,245,296
268.02,245,296
267.65,245,298
267.72,245,313
266.84,244,313
267.01,245,312
266.65,245,312
266.5,243,313
266.34,243,313
266.26,243,310
265.81,243,311
265.59,243,311
265.35,243,311
265.33,243,311
265.11,243,311
264.56,243,311
264.33,243,311
264.35,243,311
264.09,243,311
264.04,243,312
264.27,243,312
264.12,243,312
263.95,243,312
263.86,242,312
263.79,242,312
263.37,242,304
263.11,242,304
263.13,242,302
262.7,242,302
262.35,242,303
261.92,242,303
261.35,242,299
261.3,242,299
261.33,242,299
261.2,242,299
261.05,242,298
260.72,242,298
260.59,242,297
260.06,242,297
259.7,242,297
259.88,242,297
259.45,242,297
259.44,242,297
258.87,242,297
258.52,242,291
258.31,242,291
258.07,242,291
257.9,242,285
257.95,242,284
257.94,242,284
257.8,242,284
257.45,242,283
257.38,242,283
257.26,242,283
257.17,242,284
257.34,242,283
257.22,242,283
257.02,243,283
256.78,243,283
256.77,243,283
256.42,243,283
256.27,243,283
256.18,243,283
256.06,243,283
255.92,243,283
255.94,243,283
255.63,243,280
255.34,243,280
255.15,243,280
255.09,243,280
254.73,243,281
